OmegaBound.ADVXXZCertificateConstituentClosure	OmegaBound.ADVXXZCertificateConstituentClosure.certificateDen_pos._proof_1_1	OUTSIDE	[OmegaBound.ADVXXZCertificateConstituentClosure.certificateDen_pos._nativeDecide_1_1]
OmegaBound.ADVXXZG1Mirror	OmegaBound.ADVXXZG1.g1_mirror._proof_1_1	CLOSURE	[OmegaBound.ADVXXZG1.g1_mirror._nativeDecide_1_1]
OmegaBound.ADVXXZG1Parent	OmegaBound.ADVXXZG1.Atot_pos._proof_1_1	OUTSIDE	[OmegaBound.ADVXXZG1.Atot_pos._nativeDecide_1_1]
OmegaBound.ADVXXZG1Parent	OmegaBound.ADVXXZG1.physRow_zero._proof_1_1	OUTSIDE	[OmegaBound.ADVXXZG1.physRow_zero._nativeDecide_1_1]
OmegaBound.ADVXXZG1Parent	OmegaBound.ADVXXZG1.roleAt_physicalSide._proof_1_1	OUTSIDE	[OmegaBound.ADVXXZG1.roleAt_physicalSide._nativeDecide_1_1]
OmegaBound.ADVXXZG1Parent	OmegaBound.ADVXXZG1.rowShape_shapeIndex._proof_1_1	CLOSURE	[OmegaBound.ADVXXZG1.rowShape_shapeIndex._nativeDecide_1_1]
OmegaBound.ADVXXZG1Supp	OmegaBound.ADVXXZG1.g1_support._proof_1_1	CLOSURE	[OmegaBound.ADVXXZG1.g1_support._nativeDecide_1_1]
OmegaBound.ADVXXZT1Inc	OmegaBound.ADVXXZT1.inc_laws._proof_1_1	CLOSURE	[OmegaBound.ADVXXZT1.inc_laws._nativeDecide_1_1]
OmegaBound.ADVXXZT1IncRange	OmegaBound.ADVXXZT1.inc_range_laws._proof_1_1	CLOSURE	[OmegaBound.ADVXXZT1.inc_range_laws._nativeDecide_1_1]
OmegaBound.ADVXXZT1Phys	OmegaBound.ADVXXZT1.physRow_bijective._proof_1_1	CLOSURE	[OmegaBound.ADVXXZT1.physRow_bijective._nativeDecide_1_1]
OmegaBound.ADVXXZT1Phys	OmegaBound.ADVXXZT1.physRow_bijective._proof_1_2	CLOSURE	[OmegaBound.ADVXXZT1.physRow_bijective._nativeDecide_1_2]
OmegaBound.ADVXXZT1Phys	OmegaBound.ADVXXZT1.shapeIndex_bijective._proof_1_1	CLOSURE	[OmegaBound.ADVXXZT1.shapeIndex_bijective._nativeDecide_1_1]
OmegaBound.ADVXXZT1Phys	OmegaBound.ADVXXZT1.shapeIndex_bijective._proof_1_2	CLOSURE	[OmegaBound.ADVXXZT1.shapeIndex_bijective._nativeDecide_1_2]
OmegaBound.ADVXXZT2Marg	OmegaBound.ADVXXZT2.marg_ok._proof_1_1	OUTSIDE	[OmegaBound.ADVXXZT2.marg_ok._nativeDecide_1_1]
OmegaBound.ADVXXZT2Marg	OmegaBound.ADVXXZT2.mixture_needs_transport._proof_1_1	OUTSIDE	[OmegaBound.ADVXXZT2.mixture_needs_transport._nativeDecide_1_1]
OmegaBound.ADVXXZT2Marg	OmegaBound.ADVXXZT2.naive_true_on_region_zero._proof_1_1	OUTSIDE	[OmegaBound.ADVXXZT2.naive_true_on_region_zero._nativeDecide_1_1]
OmegaBound.ADVXXZT2Mult	OmegaBound.ADVXXZT2.mult_ok._proof_1_1	CLOSURE	[OmegaBound.ADVXXZT2.mult_ok._nativeDecide_1_1]
OmegaBound.ADVXXZT6DenominatorBase	OmegaBound.ADVXXZT6DenominatorData.checkedDenominator._proof_1	OUTSIDE	[OmegaBound.ADVXXZT6DenominatorData.checkedDenominator._nativeDecide_1]
OmegaBound.ADVXXZT6DenominatorBase	OmegaBound.ADVXXZT6DenominatorData.wordEquiv4._proof_1	CLOSURE	[OmegaBound.ADVXXZT6DenominatorData.wordEquiv4._nativeDecide_1]
OmegaBound.ADVXXZT6DenominatorBase	OmegaBound.ADVXXZT6DenominatorData.wordEquiv4._proof_2	CLOSURE	[OmegaBound.ADVXXZT6DenominatorData.wordEquiv4._nativeDecide_2]
OmegaBound.ADVXXZT6Inventory	OmegaBound.ADVXXZT6.frac_law._proof_1_1	CLOSURE	[OmegaBound.ADVXXZT6.frac_law._nativeDecide_1_1]
OmegaBound.ADVXXZT6Round82C5KernelK0	OmegaBound.ADVXXZT6Round82.c5ShardK0._proof_1_1	CLOSURE	[OmegaBound.ADVXXZT6Round82.c5ShardK0._nativeDecide_1_1]
OmegaBound.ADVXXZT6Round82C5KernelK1	OmegaBound.ADVXXZT6Round82.c5ShardK1._proof_1_1	CLOSURE	[OmegaBound.ADVXXZT6Round82.c5ShardK1._nativeDecide_1_1]
OmegaBound.ADVXXZT6Round82C5KernelK10	OmegaBound.ADVXXZT6Round82.c5ShardK10._proof_1_1	CLOSURE	[OmegaBound.ADVXXZT6Round82.c5ShardK10._nativeDecide_1_1]
OmegaBound.ADVXXZT6Round82C5KernelK11	OmegaBound.ADVXXZT6Round82.c5ShardK11._proof_1_1	CLOSURE	[OmegaBound.ADVXXZT6Round82.c5ShardK11._nativeDecide_1_1]
OmegaBound.ADVXXZT6Round82C5KernelK12	OmegaBound.ADVXXZT6Round82.c5ShardK12._proof_1_1	CLOSURE	[OmegaBound.ADVXXZT6Round82.c5ShardK12._nativeDecide_1_1]
OmegaBound.ADVXXZT6Round82C5KernelK13	OmegaBound.ADVXXZT6Round82.c5ShardK13._proof_1_1	CLOSURE	[OmegaBound.ADVXXZT6Round82.c5ShardK13._nativeDecide_1_1]
OmegaBound.ADVXXZT6Round82C5KernelK14	OmegaBound.ADVXXZT6Round82.c5ShardK14._proof_1_1	CLOSURE	[OmegaBound.ADVXXZT6Round82.c5ShardK14._nativeDecide_1_1]
OmegaBound.ADVXXZT6Round82C5KernelK15	OmegaBound.ADVXXZT6Round82.c5ShardK15._proof_1_1	CLOSURE	[OmegaBound.ADVXXZT6Round82.c5ShardK15._nativeDecide_1_1]
OmegaBound.ADVXXZT6Round82C5KernelK16	OmegaBound.ADVXXZT6Round82.c5ShardK16._proof_1_1	CLOSURE	[OmegaBound.ADVXXZT6Round82.c5ShardK16._nativeDecide_1_1]
OmegaBound.ADVXXZT6Round82C5KernelK17	OmegaBound.ADVXXZT6Round82.c5ShardK17._proof_1_1	CLOSURE	[OmegaBound.ADVXXZT6Round82.c5ShardK17._nativeDecide_1_1]
OmegaBound.ADVXXZT6Round82C5KernelK18	OmegaBound.ADVXXZT6Round82.c5ShardK18._proof_1_1	CLOSURE	[OmegaBound.ADVXXZT6Round82.c5ShardK18._nativeDecide_1_1]
OmegaBound.ADVXXZT6Round82C5KernelK19	OmegaBound.ADVXXZT6Round82.c5ShardK19._proof_1_1	CLOSURE	[OmegaBound.ADVXXZT6Round82.c5ShardK19._nativeDecide_1_1]
OmegaBound.ADVXXZT6Round82C5KernelK2	OmegaBound.ADVXXZT6Round82.c5ShardK2._proof_1_1	CLOSURE	[OmegaBound.ADVXXZT6Round82.c5ShardK2._nativeDecide_1_1]
OmegaBound.ADVXXZT6Round82C5KernelK20	OmegaBound.ADVXXZT6Round82.c5ShardK20._proof_1_1	CLOSURE	[OmegaBound.ADVXXZT6Round82.c5ShardK20._nativeDecide_1_1]
OmegaBound.ADVXXZT6Round82C5KernelK3	OmegaBound.ADVXXZT6Round82.c5ShardK3._proof_1_1	CLOSURE	[OmegaBound.ADVXXZT6Round82.c5ShardK3._nativeDecide_1_1]
OmegaBound.ADVXXZT6Round82C5KernelK4	OmegaBound.ADVXXZT6Round82.c5ShardK4._proof_1_1	CLOSURE	[OmegaBound.ADVXXZT6Round82.c5ShardK4._nativeDecide_1_1]
OmegaBound.ADVXXZT6Round82C5KernelK5	OmegaBound.ADVXXZT6Round82.c5ShardK5._proof_1_1	CLOSURE	[OmegaBound.ADVXXZT6Round82.c5ShardK5._nativeDecide_1_1]
OmegaBound.ADVXXZT6Round82C5KernelK6	OmegaBound.ADVXXZT6Round82.c5ShardK6._proof_1_1	CLOSURE	[OmegaBound.ADVXXZT6Round82.c5ShardK6._nativeDecide_1_1]
OmegaBound.ADVXXZT6Round82C5KernelK7	OmegaBound.ADVXXZT6Round82.c5ShardK7._proof_1_1	CLOSURE	[OmegaBound.ADVXXZT6Round82.c5ShardK7._nativeDecide_1_1]
OmegaBound.ADVXXZT6Round82C5KernelK8	OmegaBound.ADVXXZT6Round82.c5ShardK8._proof_1_1	CLOSURE	[OmegaBound.ADVXXZT6Round82.c5ShardK8._nativeDecide_1_1]
OmegaBound.ADVXXZT6Round82C5KernelK9	OmegaBound.ADVXXZT6Round82.c5ShardK9._proof_1_1	CLOSURE	[OmegaBound.ADVXXZT6Round82.c5ShardK9._nativeDecide_1_1]
OmegaBound.ADVXXZT6Round82ChildKernel0	OmegaBound.ADVXXZT6Round82.childShard0._proof_1_1	CLOSURE	[OmegaBound.ADVXXZT6Round82.childShard0._nativeDecide_1_1]
OmegaBound.ADVXXZT6Round82ChildKernel1	OmegaBound.ADVXXZT6Round82.childShard1._proof_1_1	CLOSURE	[OmegaBound.ADVXXZT6Round82.childShard1._nativeDecide_1_1]
OmegaBound.ADVXXZT6Round82ChildKernel2	OmegaBound.ADVXXZT6Round82.childShard2._proof_1_1	CLOSURE	[OmegaBound.ADVXXZT6Round82.childShard2._nativeDecide_1_1]
OmegaBound.ADVXXZT6Round82ChildKernel3	OmegaBound.ADVXXZT6Round82.childShard3._proof_1_1	CLOSURE	[OmegaBound.ADVXXZT6Round82.childShard3._nativeDecide_1_1]
OmegaBound.ADVXXZT6Round82ChildKernel4	OmegaBound.ADVXXZT6Round82.childShard4._proof_1_1	CLOSURE	[OmegaBound.ADVXXZT6Round82.childShard4._nativeDecide_1_1]
OmegaBound.ADVXXZT6Round82ChildKernel5	OmegaBound.ADVXXZT6Round82.childShard5._proof_1_1	CLOSURE	[OmegaBound.ADVXXZT6Round82.childShard5._nativeDecide_1_1]
OmegaBound.ADVXXZT6Selection	OmegaBound.ADVXXZT6Selection.kid_pat_ok._proof_1_1	CLOSURE	[OmegaBound.ADVXXZT6Selection.kid_pat_ok._nativeDecide_1_1]
OmegaBound.ADVXXZT6SplitTargetBase	OmegaBound.ADVXXZT6SplitTargetData.wordEquiv._proof_1	CLOSURE	[OmegaBound.ADVXXZT6SplitTargetData.wordEquiv._nativeDecide_1]
OmegaBound.ADVXXZT6SplitTargetBase	OmegaBound.ADVXXZT6SplitTargetData.wordEquiv._proof_2	CLOSURE	[OmegaBound.ADVXXZT6SplitTargetData.wordEquiv._nativeDecide_2]
OmegaBound.ADVXXZT6SplitTargetIndex	OmegaBound.ADVXXZT6SplitTargetData.fine_index_ok._proof_1_1	CLOSURE	[OmegaBound.ADVXXZT6SplitTargetData.fine_index_ok._nativeDecide_1_1]
OmegaBound.ADVXXZT6SplitTargetNode0	OmegaBound.ADVXXZT6SplitTargetData.targetNodeRows0_ok._proof_1_1	CLOSURE	[OmegaBound.ADVXXZT6SplitTargetData.targetNodeRows0_ok._nativeDecide_1_1]
OmegaBound.ADVXXZT6SplitTargetNode1	OmegaBound.ADVXXZT6SplitTargetData.targetNodeRows1_ok._proof_1_1	CLOSURE	[OmegaBound.ADVXXZT6SplitTargetData.targetNodeRows1_ok._nativeDecide_1_1]
OmegaBound.ADVXXZT6SplitTargetNode2	OmegaBound.ADVXXZT6SplitTargetData.targetNodeRows2_ok._proof_1_1	CLOSURE	[OmegaBound.ADVXXZT6SplitTargetData.targetNodeRows2_ok._nativeDecide_1_1]
OmegaBound.ADVXXZT6SplitTargetNode3	OmegaBound.ADVXXZT6SplitTargetData.targetNodeRows3_ok._proof_1_1	CLOSURE	[OmegaBound.ADVXXZT6SplitTargetData.targetNodeRows3_ok._nativeDecide_1_1]
OmegaBound.ADVXXZT6SplitTargetNode4	OmegaBound.ADVXXZT6SplitTargetData.targetNodeRows4_ok._proof_1_1	CLOSURE	[OmegaBound.ADVXXZT6SplitTargetData.targetNodeRows4_ok._nativeDecide_1_1]
OmegaBound.ADVXXZT6SplitTargetNode5	OmegaBound.ADVXXZT6SplitTargetData.targetNodeRows5_ok._proof_1_1	CLOSURE	[OmegaBound.ADVXXZT6SplitTargetData.targetNodeRows5_ok._nativeDecide_1_1]
OmegaBound.ADVXXZT7EnrichedBase	OmegaBound.ADVXXZT7Enriched.checkedSplit._proof_1	OUTSIDE	[OmegaBound.ADVXXZT7Enriched.checkedSplit._nativeDecide_1]
OmegaBound.ADVXXZT7EnrichedBase	OmegaBound.ADVXXZT7Enriched.rawSplit._proof_1	OUTSIDE	[OmegaBound.ADVXXZT7Enriched.rawSplit._nativeDecide_1]
OmegaBound.ADVXXZT7EnrichedBase	OmegaBound.ADVXXZT7Enriched.rawSplit._proof_2	OUTSIDE	[OmegaBound.ADVXXZT7Enriched.rawSplit._nativeDecide_2]
